MonitoringStation,EventId,Cruise,Program,Project,Agency,Source,Station,SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,Depth,Layer,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude,TierLevel
"EE2.2",94424,"BAY525","TWQM","TRIB","MDDNR","MDDNR","EE2.2",3/18/2010,09:23:00,12.7,,,2,"M ","ISM","M1","SPCOND",,20600.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",94424,"BAY525","TWQM","TRIB","MDDNR","MDDNR","EE2.2",3/18/2010,09:23:00,12.7,,,3,"M ","ISM","M1","SPCOND",,20800.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",94424,"BAY525","TWQM","TRIB","MDDNR","MDDNR","EE2.2",3/18/2010,09:23:00,12.7,,,4,"M ","ISM","M1","SPCOND",,21200.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",94424,"BAY525","TWQM","TRIB","MDDNR","MDDNR","EE2.2",3/18/2010,09:23:00,12.7,,,5,"M ","ISM","M1","SPCOND",,21500.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",94424,"BAY525","TWQM","TRIB","MDDNR","MDDNR","EE2.2",3/18/2010,09:23:00,12.7,,,6,"M ","ISM","M1","SPCOND",,24400.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",94424,"BAY525","TWQM","TRIB","MDDNR","MDDNR","EE2.2",3/18/2010,09:23:00,12.7,,,7,"M ","ISM","M1","SPCOND",,24800.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",94424,"BAY525","TWQM","TRIB","MDDNR","MDDNR","EE2.2",3/18/2010,09:23:00,12.7,,,8,"M ","ISM","M1","SPCOND",,25100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",94424,"BAY525","TWQM","TRIB","MDDNR","MDDNR","EE2.2",3/18/2010,09:23:00,12.7,,,9,"M ","ISM","M1","SPCOND",,25300.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",94424,"BAY525","TWQM","TRIB","MDDNR","MDDNR","EE2.2",3/18/2010,09:23:00,12.7,,,10,"M ","ISM","M1","SPCOND",,25400.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",94424,"BAY525","TWQM","TRIB","MDDNR","MDDNR","EE2.2",3/18/2010,09:23:00,12.7,,,11,"M ","ISM","M1","SPCOND",,25400.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",94424,"BAY525","TWQM","TRIB","MDDNR","MDDNR","EE2.2",3/18/2010,09:23:00,12.7,,,11.7,"B ","ISM","M1","SPCOND",,25500.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",111668,"BAY526","TWQM","TRIB","MDDNR","MDDNR","EE2.2",4/13/2010,09:05:00,12.3,,,0.5,"S ","ISM","M1","SPCOND",,16200.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",111668,"BAY526","TWQM","TRIB","MDDNR","MDDNR","EE2.2",4/13/2010,09:05:00,12.3,,,1,"M ","ISM","M1","SPCOND",,16100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",111668,"BAY526","TWQM","TRIB","MDDNR","MDDNR","EE2.2",4/13/2010,09:05:00,12.3,,,2,"M ","ISM","M1","SPCOND",,16300.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",111668,"BAY526","TWQM","TRIB","MDDNR","MDDNR","EE2.2",4/13/2010,09:05:00,12.3,,,3,"M ","ISM","M1","SPCOND",,16600.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",111668,"BAY526","TWQM","TRIB","MDDNR","MDDNR","EE2.2",4/13/2010,09:05:00,12.3,,,4,"M ","ISM","M1","SPCOND",,16600.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",111668,"BAY526","TWQM","TRIB","MDDNR","MDDNR","EE2.2",4/13/2010,09:05:00,12.3,,,5,"M ","ISM","M1","SPCOND",,17000.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",111668,"BAY526","TWQM","TRIB","MDDNR","MDDNR","EE2.2",4/13/2010,09:05:00,12.3,,,6,"M ","ISM","M1","SPCOND",,19400.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",111668,"BAY526","TWQM","TRIB","MDDNR","MDDNR","EE2.2",4/13/2010,09:05:00,12.3,,,7,"M ","ISM","M1","SPCOND",,20100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",111668,"BAY526","TWQM","TRIB","MDDNR","MDDNR","EE2.2",4/13/2010,09:05:00,12.3,,,8,"M ","ISM","M1","SPCOND",,20500.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",111668,"BAY526","TWQM","TRIB","MDDNR","MDDNR","EE2.2",4/13/2010,09:05:00,12.3,,,9,"M ","ISM","M1","SPCOND",,20900.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",111668,"BAY526","TWQM","TRIB","MDDNR","MDDNR","EE2.2",4/13/2010,09:05:00,12.3,,,10,"M ","ISM","M1","SPCOND",,21100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",111668,"BAY526","TWQM","TRIB","MDDNR","MDDNR","EE2.2",4/13/2010,09:05:00,12.3,,,11,"M ","ISM","M1","SPCOND",,21100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",111668,"BAY526","TWQM","TRIB","MDDNR","MDDNR","EE2.2",4/13/2010,09:05:00,12.3,,,11.3,"B ","ISM","M1","SPCOND",,21100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112065,"BAY528","TWQM","TRIB","MDDNR","MDDNR","EE2.2",5/11/2010,10:00:00,12.7,,,0.5,"S ","ISM","M1","SPCOND",,16800.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112065,"BAY528","TWQM","TRIB","MDDNR","MDDNR","EE2.2",5/11/2010,10:00:00,12.7,,,1,"M ","ISM","M1","SPCOND",,16800.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112065,"BAY528","TWQM","TRIB","MDDNR","MDDNR","EE2.2",5/11/2010,10:00:00,12.7,,,2,"M ","ISM","M1","SPCOND",,16800.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112065,"BAY528","TWQM","TRIB","MDDNR","MDDNR","EE2.2",5/11/2010,10:00:00,12.7,,,3,"M ","ISM","M1","SPCOND",,16800.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112065,"BAY528","TWQM","TRIB","MDDNR","MDDNR","EE2.2",5/11/2010,10:00:00,12.7,,,4,"M ","ISM","M1","SPCOND",,16900.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112065,"BAY528","TWQM","TRIB","MDDNR","MDDNR","EE2.2",5/11/2010,10:00:00,12.7,,,5,"M ","ISM","M1","SPCOND",,17000.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112065,"BAY528","TWQM","TRIB","MDDNR","MDDNR","EE2.2",5/11/2010,10:00:00,12.7,,,6,"M ","ISM","M1","SPCOND",,17300.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112065,"BAY528","TWQM","TRIB","MDDNR","MDDNR","EE2.2",5/11/2010,10:00:00,12.7,,,7,"M ","ISM","M1","SPCOND",,17700.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112065,"BAY528","TWQM","TRIB","MDDNR","MDDNR","EE2.2",5/11/2010,10:00:00,12.7,,,8,"M ","ISM","M1","SPCOND",,18700.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112065,"BAY528","TWQM","TRIB","MDDNR","MDDNR","EE2.2",5/11/2010,10:00:00,12.7,,,9,"M ","ISM","M1","SPCOND",,19000.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112065,"BAY528","TWQM","TRIB","MDDNR","MDDNR","EE2.2",5/11/2010,10:00:00,12.7,,,10,"M ","ISM","M1","SPCOND",,19100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112065,"BAY528","TWQM","TRIB","MDDNR","MDDNR","EE2.2",5/11/2010,10:00:00,12.7,,,11,"M ","ISM","M1","SPCOND",,20100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112065,"BAY528","TWQM","TRIB","MDDNR","MDDNR","EE2.2",5/11/2010,10:00:00,12.7,,,11.7,"B ","ISM","M1","SPCOND",,20900.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112771,"BAY531","TWQM","TRIB","MDDNR","MDDNR","EE2.2",6/21/2010,09:50:00,11.6,,,0.5,"S ","ISM","M1","SPCOND",,20300.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112771,"BAY531","TWQM","TRIB","MDDNR","MDDNR","EE2.2",6/21/2010,09:50:00,11.6,,,1,"M ","ISM","M1","SPCOND",,20300.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112771,"BAY531","TWQM","TRIB","MDDNR","MDDNR","EE2.2",6/21/2010,09:50:00,11.6,,,2,"M ","ISM","M1","SPCOND",,20300.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112771,"BAY531","TWQM","TRIB","MDDNR","MDDNR","EE2.2",6/21/2010,09:50:00,11.6,,,3,"M ","ISM","M1","SPCOND",,20300.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112771,"BAY531","TWQM","TRIB","MDDNR","MDDNR","EE2.2",6/21/2010,09:50:00,11.6,,,5,"M ","ISM","M1","SPCOND",,20600.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112771,"BAY531","TWQM","TRIB","MDDNR","MDDNR","EE2.2",6/21/2010,09:50:00,11.6,,,7,"M ","ISM","M1","SPCOND",,20900.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112771,"BAY531","TWQM","TRIB","MDDNR","MDDNR","EE2.2",6/21/2010,09:50:00,11.6,,,9,"M ","ISM","M1","SPCOND",,23000.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112771,"BAY531","TWQM","TRIB","MDDNR","MDDNR","EE2.2",6/21/2010,09:50:00,11.6,,,10.6,"B ","ISM","M1","SPCOND",,23600.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",61626,"BAY535","TWQM","TRIB","MDDNR","MDDNR","EE2.2",8/24/2010,11:58:00,12,,,0.5,"S ","ISM","M1","SPCOND",,23900.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",61626,"BAY535","TWQM","TRIB","MDDNR","MDDNR","EE2.2",8/24/2010,11:58:00,12,,,1,"M ","ISM","M1","SPCOND",,24000.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",61626,"BAY535","TWQM","TRIB","MDDNR","MDDNR","EE2.2",8/24/2010,11:58:00,12,,,2,"M ","ISM","M1","SPCOND",,24000.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",61626,"BAY535","TWQM","TRIB","MDDNR","MDDNR","EE2.2",8/24/2010,11:58:00,12,,,3,"M ","ISM","M1","SPCOND",,24100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",61626,"BAY535","TWQM","TRIB","MDDNR","MDDNR","EE2.2",8/24/2010,11:58:00,12,,,5,"M ","ISM","M1","SPCOND",,24100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",61626,"BAY535","TWQM","TRIB","MDDNR","MDDNR","EE2.2",8/24/2010,11:58:00,12,,,7,"M ","ISM","M1","SPCOND",,24100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",61626,"BAY535","TWQM","TRIB","MDDNR","MDDNR","EE2.2",8/24/2010,11:58:00,12,,,9,"M ","ISM","M1","SPCOND",,24200.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",61626,"BAY535","TWQM","TRIB","MDDNR","MDDNR","EE2.2",8/24/2010,11:58:00,12,,,11,"B ","ISM","M1","SPCOND",,24200.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",62570,"BAY539","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/19/2010,12:10:00,12.7,,,0.5,"S ","ISM","M1","SPCOND",,25100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",62570,"BAY539","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/19/2010,12:10:00,12.7,,,1,"M ","ISM","M1","SPCOND",,25100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",62570,"BAY539","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/19/2010,12:10:00,12.7,,,2,"M ","ISM","M1","SPCOND",,25100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",62570,"BAY539","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/19/2010,12:10:00,12.7,,,3,"M ","ISM","M1","SPCOND",,25200.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",62570,"BAY539","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/19/2010,12:10:00,12.7,,,5,"M ","ISM","M1","SPCOND",,25100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",62570,"BAY539","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/19/2010,12:10:00,12.7,,,7,"M ","ISM","M1","SPCOND",,25200.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",62570,"BAY539","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/19/2010,12:10:00,12.7,,,9,"M ","ISM","M1","SPCOND",,25200.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",62570,"BAY539","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/19/2010,12:10:00,12.7,,,11,"M ","ISM","M1","SPCOND",,25200.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",62570,"BAY539","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/19/2010,12:10:00,12.7,,,11.7,"B ","ISM","M1","SPCOND",,25200.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",62911,"BAY540","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/16/2010,09:35:00,12.7,,,0.5,"S ","ISM","M1","SPCOND",,24500.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",62911,"BAY540","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/16/2010,09:35:00,12.7,,,1,"M ","ISM","M1","SPCOND",,24400.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",62911,"BAY540","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/16/2010,09:35:00,12.7,,,2,"M ","ISM","M1","SPCOND",,24500.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",62911,"BAY540","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/16/2010,09:35:00,12.7,,,3,"M ","ISM","M1","SPCOND",,24500.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",62911,"BAY540","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/16/2010,09:35:00,12.7,,,4,"M ","ISM","M1","SPCOND",,24400.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",62911,"BAY540","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/16/2010,09:35:00,12.7,,,5,"M ","ISM","M1","SPCOND",,25100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",62911,"BAY540","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/16/2010,09:35:00,12.7,,,6,"M ","ISM","M1","SPCOND",,25900.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",62911,"BAY540","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/16/2010,09:35:00,12.7,,,7,"M ","ISM","M1","SPCOND",,26100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",62911,"BAY540","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/16/2010,09:35:00,12.7,,,8,"M ","ISM","M1","SPCOND",,26300.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",62911,"BAY540","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/16/2010,09:35:00,12.7,,,9,"M ","ISM","M1","SPCOND",,26500.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",62911,"BAY540","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/16/2010,09:35:00,12.7,,,10,"M ","ISM","M1","SPCOND",,26600.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",62911,"BAY540","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/16/2010,09:35:00,12.7,,,11,"M ","ISM","M1","SPCOND",,26700.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",62911,"BAY540","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/16/2010,09:35:00,12.7,,,11.7,"B ","ISM","M1","SPCOND",,26800.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",63398,"BAY545","TWQM","TRIB","MDDNR","MDDNR","EE2.2",1/19/2011,09:30:00,12,,,0.5,"S ","ISM","M1","SPCOND",,24200.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112930,"BAY532","TWQM","TRIB","MDDNR","MDDNR","EE2.2",7/13/2010,09:32:00,11.1,,,0.5,"S ","ISM","M1","SPCOND",,21800.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112930,"BAY532","TWQM","TRIB","MDDNR","MDDNR","EE2.2",7/13/2010,09:32:00,11.1,,,1,"M ","ISM","M1","SPCOND",,21800.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112930,"BAY532","TWQM","TRIB","MDDNR","MDDNR","EE2.2",7/13/2010,09:32:00,11.1,,,2,"M ","ISM","M1","SPCOND",,21800.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112930,"BAY532","TWQM","TRIB","MDDNR","MDDNR","EE2.2",7/13/2010,09:32:00,11.1,,,3,"M ","ISM","M1","SPCOND",,21800.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112930,"BAY532","TWQM","TRIB","MDDNR","MDDNR","EE2.2",7/13/2010,09:32:00,11.1,,,5,"M ","ISM","M1","SPCOND",,22200.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112930,"BAY532","TWQM","TRIB","MDDNR","MDDNR","EE2.2",7/13/2010,09:32:00,11.1,,,7,"M ","ISM","M1","SPCOND",,25800.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112930,"BAY532","TWQM","TRIB","MDDNR","MDDNR","EE2.2",7/13/2010,09:32:00,11.1,,,9,"M ","ISM","M1","SPCOND",,26600.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",112930,"BAY532","TWQM","TRIB","MDDNR","MDDNR","EE2.2",7/13/2010,09:32:00,11.1,,,10.1,"B ","ISM","M1","SPCOND",,26700.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",63398,"BAY545","TWQM","TRIB","MDDNR","MDDNR","EE2.2",1/19/2011,09:30:00,12,,,1,"M ","ISM","M1","SPCOND",,24400.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",63398,"BAY545","TWQM","TRIB","MDDNR","MDDNR","EE2.2",1/19/2011,09:30:00,12,,,2,"M ","ISM","M1","SPCOND",,24700.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",63398,"BAY545","TWQM","TRIB","MDDNR","MDDNR","EE2.2",1/19/2011,09:30:00,12,,,3,"M ","ISM","M1","SPCOND",,24700.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",63398,"BAY545","TWQM","TRIB","MDDNR","MDDNR","EE2.2",1/19/2011,09:30:00,12,,,5,"M ","ISM","M1","SPCOND",,25100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",63398,"BAY545","TWQM","TRIB","MDDNR","MDDNR","EE2.2",1/19/2011,09:30:00,12,,,7,"M ","ISM","M1","SPCOND",,25700.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",63398,"BAY545","TWQM","TRIB","MDDNR","MDDNR","EE2.2",1/19/2011,09:30:00,12,,,9,"M ","ISM","M1","SPCOND",,26100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",63398,"BAY545","TWQM","TRIB","MDDNR","MDDNR","EE2.2",1/19/2011,09:30:00,12,,,11,"B ","ISM","M1","SPCOND",,26300.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",67933,"BAY546","TWQM","TRIB","MDDNR","MDDNR","EE2.2",2/9/2011,12:16:00,12.5,,,0.5,"S ","ISM","M1","SPCOND",,24900.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",67933,"BAY546","TWQM","TRIB","MDDNR","MDDNR","EE2.2",2/9/2011,12:16:00,12.5,,,1,"M ","ISM","M1","SPCOND",,24900.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",67933,"BAY546","TWQM","TRIB","MDDNR","MDDNR","EE2.2",2/9/2011,12:16:00,12.5,,,2,"M ","ISM","M1","SPCOND",,25100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",67933,"BAY546","TWQM","TRIB","MDDNR","MDDNR","EE2.2",2/9/2011,12:16:00,12.5,,,3,"M ","ISM","M1","SPCOND",,25300.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",67933,"BAY546","TWQM","TRIB","MDDNR","MDDNR","EE2.2",2/9/2011,12:16:00,12.5,,,4,"M ","ISM","M1","SPCOND",,25300.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",67933,"BAY546","TWQM","TRIB","MDDNR","MDDNR","EE2.2",2/9/2011,12:16:00,12.5,,,5,"M ","ISM","M1","SPCOND",,25400.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",67933,"BAY546","TWQM","TRIB","MDDNR","MDDNR","EE2.2",2/9/2011,12:16:00,12.5,,,6,"M ","ISM","M1","SPCOND",,25500.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
